Lon     Lat     H       Tdis    Strike  Dip     AZconv  Vtot    Vc      Age     DesRat  Phi/100 Front   Name                              ArcName
-86.70  12.50   133     180     124     61      21      75.0    72.8    17.7    63.6    11.3    y       CERRO_NEGRO                       Nicaragua
-86.67  12.49   135     180     124     61      21      75.0    73.0    17.7    64.1    11.3    y       EL_HOYO                           Nicaragua
-86.53  12.42   140     180     128     61      21      75.3    71.9    17.6    63.0    11.1    y       MOMOTOMBO                         Nicaragua
-86.48  12.35   132     180     125     61      21      75.5    73.3    17.6    64.3    11.3    y       MOMOTOMBITO                       Nicaragua
-86.33  12.25   137     180     128     63      21      75.8    72.3    17.4    64.5    11.2    y       APOYEQUE                          Nicaragua
-86.32  12.11   111     170     132     63      21      75.9    70.8    17.4    62.9    10.9    y       NEJAPA                            Nicaragua
-86.15  11.98   118     175     140     63      21      76.4    66.9    17.2    59.5    10.2    y       MASAYA                            Nicaragua
-86.05  11.93   129     180     139     62      21      76.6    67.9    17.1    60.1    10.3    y       APOYO                             Nicaragua
-85.98  11.83   125     175     141     64      22      76.8    67.0    17.0    60.2    10.2    y       MOMBACHO                          Nicaragua
-86.00  11.88   130     175     137     63      21      76.7    69.1    17.0    61.4    10.4    y       GRANADA                           Nicaragua
-85.84  11.74   139     180     140     64      22      77.1    67.5    16.8    60.6    10.2    y       ZAPATERA                          Nicaragua
-85.62  11.53   145     180     137     64      22      77.7    70.3    16.5    63.4    10.5    y       CONCEPCION                        Nicaragua
-85.50  11.42   147     180     136     65      22      78.0    71.1    16.4    64.3    10.6    y       MADERAS                           Nicaragua
-85.48  10.98   79      155     135     65      23      78.3    72.1    16.2    65.4    10.6    y       OROSI                             Costa_Rica
-85.45  10.96   81      155     136     65      23      78.4    72.0    16.2    65.5    10.6    y       CACAO                             Costa_Rica
-85.33  10.83   80      155     138     66      23      78.7    71.4    16.1    65.3    10.5    y       RINCON                            Costa_Rica
-85.15  10.75   96      165     136     66      23      79.1    72.6    16.0    66.5    10.6    y       MIRAVALLES                        Costa_Rica
-85.02  10.67   104     170     133     66      23      79.4    74.6    15.9    68.4    10.9    y       TENORIO                           Costa_Rica
-84.73  10.47   112     175     130     64      23      80.1    76.6    15.7    68.5    10.8    y       ARENAL                            Costa_Rica
-84.69  10.45   114     175     130     63      23      80.2    76.7    15.7    68.3    10.7    y       CERRO_CHATO                       Costa_Rica
-84.37  10.30   116     170     130     54      23      80.9    77.3    15.5    62.6    9.7     y       PLATANAR                          Costa_Rica
-84.36  10.27   102     170     130     54      23      80.9    77.4    15.5    62.4    9.7     y       PORVENIR                          Costa_Rica
-84.22  10.20   81      165     130     51      23      81.2    77.7    15.5    60.7    9.4     y       POAS                              Costa_Rica
-84.08  10.13   91      165     130     49      23      81.5    78.0    15.4    58.5    9.0     y       BARBA                             Costa_Rica
-83.85  9.98    102     160     130     44      23      82.1    78.6    15.3    54.1    8.3     y       IRAZU                             Costa_Rica
-83.77  10.03   120     170     130     44      23      82.2    78.6    15.2    54.2    8.2     n       TURRIALBA                         Costa_Rica
-152.47 61.62   NULL    500     30      31      -17     55.5    40.9    45.2    21.1    9.5     n       HAYES                             Alaska
-152.25 61.30   97      470     30      32      -18     55.5    41.0    45.2    21.7    9.8     y       SPURR                             Alaska
-152.75 60.48   101     445     20      36      -19     56.1    35.2    44.2    20.9    9.2     y       REDOUBT                           Alaska
-153.08 60.03   96      430     31      40      -20     56.4    43.8    44.8    27.9    12.5    y       ILIAMNA                           Alaska
-153.42 59.37   83      395     31      43      -20     56.8    44.3    45.6    30.4    13.9    y       AUGUSTINE                         Alaska
-153.55 58.87   70      360     33      43      -21     57.1    46.4    46.5    31.7    14.8    y       DOUGLAS                           Alaska
-154.05 58.62   74      350     37      42      -22     57.4    49.2    47.0    33.0    15.5    y       KAGUYAK                           Alaska
-154.35 58.47   76      345     40      44      -22     57.6    50.9    47.5    35.3    16.8    y       KUKAK                             Alaska
-154.68 58.33   79      340     42      44      -22     57.8    52.3    47.8    36.2    17.3    y       SNOWY                             Alaska
-154.98 58.27   84      340     43      44      -23     58.0    52.9    48.0    36.6    17.6    y       KATMAI                            Alaska
-155.08 58.23   84      340     44      44      -23     58.1    53.2    48.0    36.9    17.7    y       TRIDENT                           Alaska
-155.10 58.35   90      355     43      44      -23     58.0    52.9    48.0    36.8    17.7    y       GRIGGS                            Alaska
-155.16 58.27   88      345     44      43      -23     58.1    53.2    48.5    36.6    17.8    y       NOVARUPTA                         Alaska
-155.25 58.20   87      340     44      44      -23     58.2    53.4    48.5    37.2    18.1    y       MAGEIK                            Alaska
-155.35 58.17   88      340     44      44      -23     58.2    53.5    48.5    37.3    18.1    y       MARTIN                            Alaska
-155.42 57.87   76      310     43      43      -23     58.4    53.5    48.7    36.6    17.8    y       UNNAMED                           Alaska
-156.37 57.75   98      340     39      42      -24     58.9    52.3    49.9    35.2    17.6    y       UGASHIK-PEULIK                    Alaska_Peninsula
-156.52 57.83   112     345     40      43      -24     59.0    53.0    50.0    35.9    17.9    n       UKINREK_MAARS                     Alaska_Peninsula
-156.75 57.38   90      310     42      42      -24     59.3    54.5    50.5    36.7    18.5    y       KIALAGVIK                         Alaska_Peninsula
-157.00 57.13   83      295     49      42      -25     59.5    57.2    50.8    38.5    19.6    y       CHIGINAGAK                        Alaska_Peninsula
-157.18 57.02   81      290     51      43      -25     59.6    57.9    51.0    39.4    20.1    y       YANTARNI                          Alaska_Peninsula
-158.17 56.88   103     305     48      45      -26     60.2    57.8    51.8    40.8    21.2    y       ANIAKCHAK                         Alaska_Peninsula
-158.80 56.53   94      285     53      46      -26     60.7    59.7    52.3    42.8    22.4    y       BLACK_PEAK                        Alaska_Peninsula
-159.38 56.17   83      270     52      46      -27     61.1    60.1    53.0    43.4    23.0    y       VENIAMINOF                        Alaska_Peninsula
-159.80 56.02   85      265     53      46      -28     61.4    60.5    53.2    43.7    23.3    y       KUPREANOF                         Alaska_Peninsula
-160.00 55.93   85      255     54      47      -28     61.5    60.9    53.4    44.2    23.6    y       UNNAMED                           Alaska_Peninsula
-161.22 55.62   98      250     59      45      -29     62.3    62.2    54.0    44.1    23.8    y       DANA                              Alaska_Peninsula
-161.87 55.45   104     245     59      48      -29     62.6    62.6    54.2    46.5    25.2    y       PAVLOF_SISTER                     Alaska_Peninsula
-161.90 55.42   101     245     59      48      -29     62.7    62.7    54.2    46.5    25.2    y       PAVLOF_                           Alaska_Peninsula
-162.07 55.33   98      240     61      45      -29     62.8    62.8    54.3    44.4    24.1    y       EMMONS_LAKE                       East_Aleut
-162.27 55.18   89      225     61      48      -30     63.0    63.0    54.4    46.6    25.4    y       DUTTON                            East_Aleut
-162.82 55.07   95      230     63      46      -30     63.3    63.2    54.6    45.5    24.8    y       FROSTY                            East_Aleut
-163.15 55.42   145     275     64      46      -30     63.3    63.1    54.6    45.4    24.8    n       AMAK                              East_Aleut
-163.60 54.80   88      220     64      44      -31     63.8    63.5    54.8    43.9    24.1    y       ROUNDTOP                          East_Aleut
-163.73 54.75   86      220     65      45      -31     63.9    63.6    54.8    44.7    24.5    y       ISANOTSKI                         East_Aleut
-163.97 54.75   92      225     72      43      -31     64.0    62.3    54.9    42.5    23.3    y       SHISHALDIN                        East_Aleut
-164.35 54.67   94      225     65      43      -31     64.2    63.8    55.0    43.6    24.0    y       FISHER                            East_Aleut
-164.65 54.52   85      215     71      42      -31     64.4    62.8    55.2    42.2    23.3    y       WESTDAHL                          East_Aleut
-165.97 54.13   81      205     63      44      -32     65.2    64.9    55.3    45.3    25.1    y       AKUTAN                            East_Aleut
-166.67 53.98   88      205     59      46      -33     65.6    65.5    55.5    47.0    26.1    y       TABLE_TOP-WIDE_BAY                East_Aleut
-166.93 53.90   89      205     59      47      -33     65.7    65.7    55.5    47.9    26.6    y       MAKUSHIN                          East_Aleut
-168.03 53.93   132     235     65      50      -34     66.2    65.5    55.9    50.0    27.9    n       BOGOSLOF                          East_Aleut
-168.13 53.42   78      190     63      49      -34     66.5    66.0    56.0    50.1    28.1    y       OKMOK                             East_Aleut
-168.55 53.15   65      170     63      48      -35     66.8    66.3    56.0    49.5    27.7    y       RECHESCHNOI                       East_Aleut
-168.68 53.13   67      165     65      49      -35     66.9    66.0    56.9    49.7    28.3    y       EVSEVIDOF                         East_Aleut
-169.72 52.97   75      190     69      52      -35     67.4    65.4    56.8    51.3    29.1    y       KAGAMIL                           Central_Aleut
-169.77 53.07   85      200     67      52      -35     67.4    65.8    56.0    51.9    29.0    y       ULIAGA                            Central_Aleut
-169.95 52.82   66      180     71      52      -35     67.6    64.7    56.0    50.9    28.5    y       CLEVELAND                         Central_Aleut
-170.05 52.90   75      190     71      52      -35     67.6    64.8    55.8    51.2    28.5    n       CARLISLE                          Central_Aleut
-170.12 52.75   63      175     72      52      -36     67.7    64.5    55.6    51.0    28.3    y       HERBERT                           Central_Aleut
-170.63 52.63   60      170     72      54      -36     67.9    64.6    55.6    52.1    29.0    y       YUNASKA                           Central_Aleut
-171.13 52.57   63      175     71      54      -36     68.2    65.2    55.5    52.8    29.3    n       CHAGULAK                          Central_Aleut
-171.25 52.50   58      170     70      54      -36     68.3    65.5    55.5    53.0    29.4    y       AMUKTA                            Central_Aleut
-172.52 52.32   66      170     77      55      -37     68.9    62.6    55.4    51.5    28.5    y       SEGUM                             Central_Aleut
-174.15 52.38   96      200     77      59      -38     69.5    63.0    55.4    53.9    29.9    y       ATKA                              Central_Aleut
-175.50 52.18   82      195     82      59      -39     70.1    60.1    55.6    51.3    28.5    y       KASATOUCHI                        Central_Aleut
-176.13 52.08   74      190     80      58      -39     70.4    61.4    55.7    52.1    29.0    y       GREAT_SITKIN                      West_Aleut
-176.60 51.98   64      180     78      59      -40     70.6    62.8    55.7    53.8    30.0    y       ADAGDAK                           West_Aleut
-176.75 51.93   60      175     80      59      -40     70.7    61.4    55.8    52.8    29.5    y       MOFFETT                           West_Aleut
-177.17 51.92   65      180     75      59      -40     70.8    64.1    55.8    54.9    30.7    y       KANAGA                            West_Aleut
-177.43 51.90   67      180     79      59      -40     70.9    61.8    55.8    53.0    29.6    y       BOBROF                            West_Aleut
-178.02 51.87   72      180     86      58      -40     71.2    57.3    55.9    48.4    27.0    y       TAKAWANGHA                        West_Aleut
-178.13 51.88   74      180     84      59      -40     71.2    59.0    55.9    50.5    28.2    y       TANAGA                            West_Aleut
-178.80 51.78   71      170     90      57      -41     71.5    53.9    55.9    45.4    25.4    y       GARELOI                           West_Aleut
179.62  51.95   106     185     99      58      -42     71.9    45.9    56.0    38.7    21.7    y       SEMISOPOCHNOI                     West_Aleut
178.53  51.95   88      170     99      56      -42     72.3    45.7    56.0    38.0    21.3    y       LITTLE_SITKIN                     West_Aleut
178.33  51.97   90      170     97      54      -42     72.4    46.8    56.0    37.7    21.1    y       DAVIDOF                           West_Aleut
178.13  52.02   93      175     106     54      -42     72.4    37.8    56.0    30.5    17.1    y       SEGULA                            West_Aleut
177.60  52.10   95      175     104     53      -43     72.5    40.0    56.2    31.7    17.8    y       KISKA                             West_Aleut
175.98  52.37   78      160     127     42      -43     72.9    12.1    57.0    8.1     4.6     y       BULDIR                            West_Aleut
157.80  56.47   NULL    410     25      NULL    -53     75.6    73.9    89.0    NULL    NULL    n       BOLSHOY-KEKUKNAYSKY               Kamchatka
158.85  56.40   NULL    340     25      NULL    -52     75.4    73.5    89.0    NULL    NULL    n       KEKURNY                           Kamchatka
159.03  56.37   NULL    325     25      NULL    -52     75.4    73.5    89.0    NULL    NULL    n       KRAINY                            Kamchatka
158.37  56.37   NULL    375     25      NULL    -53     75.5    73.7    89.0    NULL    NULL    n       KULKEV                            Kamchatka
158.67  56.33   NULL    350     25      NULL    -52     75.5    73.7    89.0    NULL    NULL    n       GEODESISTOY                       Kamchatka
158.83  56.32   NULL    340     25      NULL    -52     75.5    73.6    89.0    NULL    NULL    n       ANAUN                             Kamchatka
158.38  56.08   NULL    370     25      NULL    -53     75.7    73.9    89.0    NULL    NULL    n       UKSICHAN                          Kamchatka
157.78  55.88   NULL    410     25      NULL    -53     75.9    74.2    89.0    NULL    NULL    n       BOLSHOY_PAYALPAN                  Kamchatka
157.98  55.82   NULL    395     25      NULL    -53     75.9    74.2    89.0    NULL    NULL    n       MALY_PAYALPAN                     Kamchatka
157.73  55.68   NULL    410     25      NULL    -53     76.0    74.4    89.0    NULL    NULL    n       ICHINSKY                          Kamchatka
158.80  55.65   NULL    336     25      NULL    -52     75.8    74.0    89.0    NULL    NULL    n       ROMANOVKA                         Kamchatka
158.38  55.58   NULL    365     25      NULL    -53     75.9    74.2    89.0    NULL    NULL    n       KOZYREVSKY                        Kamchatka
158.65  55.43   NULL    345     25      NULL    -53     75.9    74.2    89.0    NULL    NULL    n       AKHTANG                           Kamchatka
158.47  55.20   NULL    355     25      NULL    -53     76.1    74.3    89.0    NULL    NULL    n       PLOSKY                            Kamchatka
160.47  56.10   NULL    215     25      NULL    -51     75.2    73.1    89.0    NULL    NULL    n       USHKOVSKY                         Kamchatka
160.64  56.06   NULL    205     25      NULL    -51     75.2    73.0    89.0    NULL    NULL    y       KLIUCHEVSKOI                      Kamchatka
160.59  56.02   NULL    210     25      NULL    -51     75.2    73.1    89.0    NULL    NULL    y       KAMEN                             Kamchatka
160.59  55.98   NULL    210     25      NULL    -51     75.2    73.1    89.0    NULL    NULL    y       BEZYMIANNY                        Kamchatka
160.60  55.86   NULL    215     25      NULL    -51     75.3    73.2    89.0    NULL    NULL    y       ZIMINA                            Kamchatka
160.33  55.83   NULL    235     25      NULL    -51     75.4    73.3    89.0    NULL    NULL    n       TOLBACHIK                         Kamchatka
160.53  55.76   NULL    220     25      NULL    -51     75.4    73.2    89.0    NULL    NULL    y       UDINA                             Kamchatka
160.59  55.23   99      210     25      53      -51     75.6    73.5    89.0    58.7    52.3    y       IULT                              Kamchatka
160.32  55.13   110     225     25      52      -52     75.7    73.7    89.0    58.4    51.9    n       KIZIMEN                           Kamchatka
160.77  55.07   79      195     25      53      -51     75.6    73.5    89.0    58.4    52.0    y       KOLKHOZHNY                        Kamchatka
160.72  55.03   80      200     25      52      -51     75.7    73.6    89.0    58.1    51.7    y       KOMAROV                           Kamchatka
160.70  54.97   78      200     24      52      -51     75.7    73.3    89.0    57.9    51.5    y       GAMCHEN                           Kamchatka
160.53  54.75   78      210     26      51      -52     75.8    74.1    90.0    57.8    52.0    y       KRONOTSKY                         Kamchatka
157.38  54.75   317     405     25      49      -54     76.5    75.0    92.0    56.5    51.9    n       HANGAR                            Kamchatka
160.27  54.59   84      220     27      51      -52     76.0    74.5    91.0    57.7    52.5    n       KRASHENINNIKOV                    Kamchatka
159.80  54.53   107     245     27      50      -52     76.1    74.8    91.0    57.4    52.2    n       TAUNSHITS                         Kamchatka
159.97  54.50   96      235     28      50      -52     76.1    74.9    91.0    57.5    52.3    n       UZON                              Kamchatka
160.25  54.49   80      220     28      50      -52     76.0    74.9    91.0    57.7    52.5    y       KIKHPINYCH                        Kamchatka
160.02  54.32   85      225     28      50      -52     76.2    75.0    91.0    57.2    52.1    y       BOLSHOI_SEMIACHIK                 Kamchatka
159.67  54.13   95      240     26      49      -52     76.3    74.7    91.0    56.2    51.1    y       MALY_SEMIACHIK                    Kamchatka
159.43  54.05   106     250     26      49      -53     76.4    74.9    91.0    56.2    51.1    n       KARYMSKY                          Kamchatka
159.45  53.98   101     245     26      48      -53     76.4    74.9    91.0    56.1    51.0    y       AKADEMIA_NAUK                     Kamchatka
158.38  53.91   162     295     29      49      -53     76.7    76.0    93.0    57.5    53.5    n       ZAVARITSKY                        Kamchatka
158.07  53.91   182     310     29      49      -53     76.8    76.1    93.0    57.5    53.5    n       BAKENIN                           Kamchatka
158.92  53.64   114     250     29      49      -53     76.7    75.9    93.0    57.6    53.6    y       DZENZURSKY                        Kamchatka
158.10  53.63   164     290     28      50      -53     76.9    76.0    93.0    58.4    54.3    n       UNNAMED                           Kamchatka
158.42  53.63   144     270     32      50      -53     76.8    76.5    93.0    58.6    54.5    n       VEER                              Kamchatka
159.15  53.59   97      235     31      49      -53     76.7    76.2    93.0    57.6    53.6    y       ZHUPANOVSKY                       Kamchatka
158.69  53.32   107     230     34      50      -53     76.9    76.8    92.0    59.0    54.3    y       KORYAKSKY                         Kamchatka
158.83  53.26   94      215     34      50      -53     76.9    76.8    92.0    59.1    54.4    y       AVACHINSKY                        Kamchatka
158.52  52.92   90      215     34      51      -53     77.1    77.0    92.0    60.3    55.4    y       UNNAMED                           Kamchatka
157.78  52.90   132     260     34      52      -54     77.3    77.2    92.0    60.6    55.8    n       BOLSHE-BANNAYA                    Kamchatka
158.30  52.88   100     225     34      51      -54     77.2    77.1    92.0    60.3    55.5    n       UNNAMED                           Kamchatka
158.27  52.82   98      220     33      52      -54     77.2    77.1    92.0    60.7    55.9    n       BARKHATNAYA_SOPKA                 Kamchatka
158.30  52.68   88      215     32      52      -54     77.3    77.0    100.0   60.7    60.7    y       VILYUCHIK                         Kamchatka
157.58  52.63   127     260     31      52      -54     77.4    77.1    103.0   60.5    62.3    n       TOLMACHEV_DOL                     Kamchatka
157.02  52.57   167     300     33      51      -54     77.6    77.5    103.0   60.5    62.3    n       UNNAMED                           Kamchatka
158.03  52.56   96      230     31      52      -54     77.4    77.0    103.0   60.5    62.3    n       GORELY                            Kamchatka
157.34  52.54   138     280     32      52      -54     77.5    77.3    103.0   60.5    62.3    n       OPALA                             Kamchatka
158.19  52.45   81      220     31      52      -54     77.4    77.0    103.0   60.4    62.2    y       MUTNOVSKY                         Kamchatka
157.93  52.43   95      235     30      51      -54     77.4    77.0    103.0   60.2    62.0    y       VISOKIY                           Kamchatka
157.83  52.35   97      240     30      52      -54     77.5    77.1    103.0   60.3    62.1    n       ASACHA                            Kamchatka
157.33  52.33   124     275     32      51      -54     77.6    77.4    103.0   60.1    62.0    n       UNNAMED                           Kamchatka
157.79  52.26   94      235     30      51      -54     77.5    77.1    103.0   59.9    61.7    n       GOLAYA                            Kamchatka
157.60  52.25   105     250     30      51      -54     77.6    77.2    103.0   59.9    61.7    n       TUNDROVIY                         Kamchatka
157.43  52.22   113     260     31      51      -54     77.6    77.4    103.0   60.3    62.1    n       OTDELNIY                          Kamchatka
157.32  52.15   115     265     32      51      -54     77.7    77.5    103.0   60.1    61.9    n       OSTANETS                          Kamchatka
157.85  52.11   82      225     30      51      -54     77.6    77.2    103.0   60.1    61.9    y       PIRATKOVSKY                       Kamchatka
157.48  52.08   102     255     33      51      -54     77.7    77.6    103.0   60.3    62.1    n       OLKOVIY                           Kamchatka
157.70  52.06   88      235     31      51      -54     77.6    77.4    104.0   60.2    62.6    y       KHODUTKA                          Kamchatka
157.53  52.02   96      245     33      51      -54     77.7    77.6    104.0   60.1    62.6    n       PLOSKY_VOLC_GROUP                 Kamchatka
157.38  51.88   96      250     35      51      -54     77.8    77.8    104.0   60.3    62.7    n       OZERNOY                           North_Kurile
157.53  51.80   82      240     35      51      -54     77.8    77.8    104.0   60.4    62.8    y       KSUDACH                           North_Kurile
157.27  51.75   93      250     36      51      -54     77.9    77.9    104.0   60.8    63.2    n       BELEN'KAYA                        North_Kurile
157.35  51.65   82      240     37      51      -54     77.9    77.9    104.0   60.7    63.1    n       KELL                              North_Kurile
156.55  51.60   122     280     37      52      -55     78.1    78.0    104.0   61.4    63.9    n       UNNAMED                           North_Kurile
157.32  51.57   78      235     38      51      -54     77.9    77.9    104.0   60.4    62.8    y       ZHELTOVSKY                        North_Kurile
157.20  51.49   79      235     39      51      -54     78.0    77.8    104.0   60.8    63.2    y       ILYINSKY                          North_Kurile
156.93  51.43   89      250     40      52      -55     78.1    77.8    104.0   60.9    63.3    n       PAUZHETKA                         North_Kurile
156.75  51.36   94      250     40      52      -55     78.1    77.8    104.0   61.2    63.7    n       KOSHELEV                          North_Kurile
156.87  51.30   83      240     40      52      -55     78.1    77.9    105.0   61.2    64.2    y       KAMBALNY                          North_Kurile
156.72  51.10   76      230     41      53      -55     78.2    77.8    105.0   61.8    64.9    y       MASHKOVTSEV                       North_Kurile
155.55  50.86   124     270     43      52      -56     78.5    77.7    105.0   61.2    64.3    n       ALAID                             North_Kurile
156.02  50.68   82      235     43      52      -55     78.5    77.7    105.0   61.6    64.7    y       EBEKO                             North_Kurile
155.97  50.55   75      225     43      52      -55     78.6    77.7    105.0   61.3    64.3    y       VERNADSKII_RIDGE                  North_Kurile
155.46  50.33   84      235     43      52      -56     78.8    77.9    106.0   60.9    64.6    y       CHIKURACHKI                       North_Kurile
155.25  50.27   90      240     41      52      -56     78.8    78.3    106.0   61.3    64.9    n       FUSS_PEAK                         North_Kurile
155.43  50.25   80      230     43      52      -56     78.8    77.9    106.0   61.1    64.8    y       LOMONOSOV_GROUP                   North_Kurile
154.98  50.20   99      250     41      51      -56     78.9    78.3    106.0   61.1    64.8    n       SHIRINKI                          North_Kurile
155.37  50.13   74      225     41      51      -56     78.9    78.3    106.0   61.1    64.8    y       KARPINSKY_GROUP                   North_Kurile
154.81  49.57   71      210     40      50      -56     79.2    78.7    106.0   60.2    63.9    y       NEMO_PEAK                         North_Kurile
154.70  49.35   66      200     40      50      -56     79.3    78.8    106.0   59.9    63.5    y       TAO-RUSYR_CALDERA                 North_Kurile
154.51  49.12   66      195     40      48      -57     79.4    78.9    106.0   59.0    62.6    y       HARIMKOTAN                        North_Kurile
153.48  48.98   132     235     40      47      -57     79.6    79.0    106.0   58.0    61.5    n       CHIRINKOTAN                       North_Kurile
153.93  48.96   98      210     40      47      -57     79.5    79.0    107.0   58.1    62.1    n       EKARMA                            North_Kurile
154.18  48.88   75      190     40      47      -57     79.5    79.0    107.0   58.1    62.2    y       SINARKA                           North_Kurile
154.02  48.77   79      190     40      47      -57     79.6    79.0    107.0   58.0    62.1    y       KUNTOMINTAR                       North_Kurile
153.25  48.29   106     200     38      47      -57     79.9    79.5    107.0   57.8    61.8    y       RAIKOKE                           North_Kurile
153.20  48.09   92      190     40      47      -57     80.0    79.3    107.0   57.5    61.6    y       SARYCHEV_PEAK                     South_Kurile
153.33  48.08   80      180     39      47      -57     79.9    79.4    107.0   57.6    61.7    y       UNNAMED                           South_Kurile
153.02  47.77   75      175     39      46      -58     80.1    79.6    107.0   57.7    61.7    y       RASSHUA                           South_Kurile
152.92  47.60   68      170     38      46      -58     80.2    79.8    107.0   57.7    61.7    y       SREDNII                           South_Kurile
152.80  47.52   70      175     39      46      -58     80.2    79.7    107.0   57.4    61.4    y       USHISHUR                          South_Kurile
152.47  47.35   75      180     42      46      -58     80.3    79.1    107.0   56.6    60.6    y       KETOI                             South_Kurile
152.23  47.12   72      175     43      46      -58     80.4    78.9    107.0   56.4    60.4    y       URATAMAN                          South_Kurile
152.12  47.02   71      175     43      46      -58     80.5    78.9    108.0   56.4    61.0    y       PREVO_PEAK                        South_Kurile
151.95  46.92   73      180     44      46      -58     80.5    78.7    108.0   56.5    61.0    y       ZAVARITZKI_CALDERA                South_Kurile
151.75  46.83   76      185     44      46      -58     80.6    78.7    108.0   56.8    61.3    y       GORIASCHAIA_SOPKA                 South_Kurile
151.78  46.82   74      180     44      46      -58     80.6    78.7    109.0   56.9    62.0    y       MILNE                             South_Kurile
150.88  46.52   95      200     51      47      -59     80.8    75.9    109.0   55.8    60.8    y       CHIRPOI                           South_Kurile
151.28  46.47   72      175     49      47      -59     80.8    76.9    110.0   56.4    62.0    y       UNNAMED                           South_Kurile
150.05  46.04   89      195     56      47      -60     81.0    73.1    110.0   53.3    58.6    y       KOLOKOL_GROUP                     South_Kurile
149.92  45.93   85      190     56      47      -60     81.1    73.1    111.0   53.1    59.0    y       TRI_SESTRY                        South_Kurile
149.83  45.88   84      190     56      46      -60     81.1    73.1    111.0   53.0    58.8    y       RUDAKOV                           South_Kurile
149.68  45.77   80      190     56      46      -60     81.2    73.1    112.0   52.8    59.1    y       IVAO_GROUP                        South_Kurile
148.85  45.50   93      205     54      46      -60     81.3    74.1    112.0   53.1    59.5    y       DEMON                             Hokkaido
148.83  45.38   82      195     54      46      -60     81.4    74.1    112.0   53.2    59.5    y       MEDVEZHIA                         Hokkaido
147.92  45.38   128     235     54      46      -61     81.5    73.9    113.0   53.2    60.1    n       CHIRIP                            Hokkaido
148.35  45.25   94      205     53      46      -61     81.5    74.6    115.0   53.6    61.7    y       GOLETS-TORNYI_GROUP               Hokkaido
141.25  45.18   NULL    545     50      32      -65     82.1    74.6    113.0   39.9    45.1    n       RISHIRI                           Hokkaido
148.02  45.10   96      205     53      46      -61     81.5    74.6    113.0   53.7    60.7    y       BARANSKY                          Hokkaido
147.87  45.02   96      210     54      46      -61     81.6    74.0    114.0   53.1    60.5    y       GROZNY_GROUP                      Hokkaido
147.37  44.83   103     220     55      45      -61     81.7    73.3    114.0   52.2    59.5    y       BOGATYR_RIDGE                     Hokkaido
147.13  44.80   111     230     57      45      -61     81.7    71.9    114.0   50.8    58.0    n       ATSONUPURI                        Hokkaido
147.00  44.62   100     220     56      45      -61     81.8    72.6    114.0   51.0    58.1    y       LVINAYA_PAST                      Hokkaido
146.93  44.47   89      210     55      44      -62     81.8    73.2    115.0   50.9    58.6    y       BERUTARUBE                        Hokkaido
146.13  44.43   118     245     51      42      -62     81.9    75.4    115.0   50.6    58.2    n       SMIRNOV                           Hokkaido
146.27  44.36   108     230     51      42      -62     81.9    75.4    115.0   50.8    58.4    y       TIATIA                            Hokkaido
145.17  44.13   138     265     48      38      -63     82.1    76.8    115.0   47.6    54.7    n       SHIRETOKO-IWO-ZAN                 Hokkaido
145.12  44.07   136     260     48      38      -63     82.1    76.8    115.0   47.2    54.3    n       RAUSU                             Hokkaido
145.70  43.98   108     225     48      39      -62     82.0    77.0    115.0   48.6    55.9    y       MENDELEEV                         Hokkaido
145.53  43.85   106     220     51      39      -62     82.1    75.3    116.0   47.3    54.9    y       GOLOVNIN                          Hokkaido
142.88  43.68   163     330     50      32      -64     82.3    75.3    117.0   39.8    46.6    n       DAISETSU                          Hokkaido
144.57  43.57   112     245     50      35      -63     82.2    75.7    118.0   43.8    51.7    y       MASHU                             Hokkaido
144.43  43.55   113     250     50      35      -63     82.2    75.7    119.0   43.3    51.5    y       KUTCHARO                          Hokkaido
143.03  43.45   141     305     50      32      -64     82.4    75.3    120.0   39.7    47.6    n       NIPESOTSU-UPEPESANKE              Hokkaido
142.68  43.42   147     325     50      31      -64     82.4    75.2    121.0   39.0    47.2    n       TOKACHI                           Hokkaido
144.02  43.38   103     250     50      33      -63     82.3    75.6    121.0   41.7    50.4    y       AKAN                              Hokkaido
143.08  43.28   119     290     50      32      -64     82.4    75.4    125.0   39.4    49.3    n       SHIKARIBETSU_GROUP                Hokkaido
135.50  44.50   NULL    870     30      27      -68     82.6    81.8    125.0   36.9    46.1    n       SOUTHERN_SIKHOTE_ALIN             Hokkaido
140.63  42.88   152     415     30      27      -65     82.6    82.3    125.0   37.6    47.0    n       IWAONUPURI                        North_Honshu
140.82  42.83   145     400     30      27      -65     82.6    82.3    125.0   37.5    46.9    n       YOTEI                             North_Honshu
140.92  42.77   140     390     30      27      -65     82.6    82.3    125.0   37.6    47.0    n       SHIRIBETSU                        North_Honshu
141.33  42.70   127     355     30      27      -65     82.6    82.3    126.0   37.3    47.0    n       SHIKOTSU                          North_Honshu
140.83  42.53   137     380     29      28      -65     82.7    82.5    126.0   38.2    48.2    n       USU                               North_Honshu
141.18  42.50   125     355     30      27      -65     82.7    82.4    127.0   37.9    48.2    n       KUTTARA                           North_Honshu
140.45  42.12   142     390     21      29      -65     82.8    82.6    127.0   39.9    50.6    n       NIGORIGAWA                        North_Honshu
140.68  42.07   131     370     20      29      -65     82.8    82.5    127.0   40.0    50.8    y       KOMAGA-TAKE                       North_Honshu
